number,post date,ex/eff date, title
54655,May-31-2024,Jun-03-2024,"NASDAQ 100 AM/EURO - Flex Position Consolidations Option Symbol: 2NDX"
54636,May-28-2024,May-29-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54627,May-24-2024,May-28-2024,"Multiple Flex Position Consolidations"
54620,May-22-2024,May-23-2024,"Multiple Flex Position Consolidations"
54612,May-20-2024,May-21-2024,"AGNC Investment Corporation - Flex Position Consolidation Option Symbol: 1AGNC"
54601,May-16-2024,May-17-2024,"Multiple Flex Position Consolidations"
54587,May-15-2024,,"Acceleration of Expirations/May 2024 Expiration"
54585,May-15-2024,May-16-2024,"SPDR S&P MIDCAP 400 ETF Trust - Flex Position Consolidation Option Symbol: 1MDY"
54581,May-14-2024,May-15-2024,"AT&T Inc. - Flex Position Consolidation Option Symbol: 1T"
54579,May-13-2024,May-15-2024,"Crescent Point Energy Corporation - Name/Symbol/CUSIP Change Option Symbol: CPG New Symbol: VRN"
54577,May-13-2024,May-14-2024,"Multiple Flex Position Consolidations"
54568,May-09-2024,May-10-2024,"AltC Acquisition Corporation - Name/Symbol Change Option Symbol: ALCC New Symbol: OKLO"
54563,May-08-2024,May-09-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54554,May-07-2024,May-08-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54549,May-06-2024,May-07-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
54532,May-02-2024,May-03-2024,"Multiple Flex Position Consolidations"
54527,May-01-2024,May-02-2024,"Multiple Flex Position Consolidations"
54515,Apr-29-2024,Apr-30-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
54493,Apr-22-2024,Apr-23-2024,"Multiple Flex Position Consolidations"
54486,Apr-19-2024,Apr-22-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54479,Apr-18-2024,Apr-19-2024,"Multiple Flex Position Consolidations"
54472,Apr-17-2024,Apr-18-2024,"Medigus Ltd. - Name/Symbol Change Option Symbol: MDGS New Symbol: XLYO"
54471,Apr-17-2024,,"Acceleration of Expirations/April 2024 Expiration"
54470,Apr-17-2024,Apr-18-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
54464,Apr-15-2024,Apr-16-2024,"Multiple Flex Position Consolidations"
54452,Apr-10-2024,Apr-11-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
54426,Apr-04-2024,Apr-05-2024,"Multiple Flex Position Consolidations"
54421,Apr-03-2024,Apr-04-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54418,Apr-02-2024,Apr-03-2024,"Onconova Therapeutics, Inc - Name/Symbol Change Option Symbol: ONTX New Symbol: TRAW"
54407,Apr-01-2024,Apr-02-2024,"Invesco QQQ Trust - Flex Position Consolidation Option Symbol: 1QQQ"
54402,Mar-28-2024,Apr-01-2024,"Central Valley Community Bancorp - Name/Symbol/CUSIP Change Option Symbol: CVCY New Symbol: CWBC"
54399,Mar-28-2024,Apr-02-2024,"Adjusted General Electric Company - Further Adjustment Adjusted Option Symbol: GE2 * * * Update * * *"
54398,Mar-28-2024,Apr-02-2024,"General Electric Company - Distribution and Name Change Option Symbols: GE/2GE New Symbols: GE1/2GE1 * * * Update * * *"
54397,Mar-28-2024,Apr-01-2024,"Global X Funds Global X Data Center REITs & Digital Infrastructure ETF - Name/Symbol Change Option Symbol: VPN New Symbol: DTCR"
54387,Mar-27-2024,Mar-28-2024,"Caterpillar Inc. - Flex Position Consolidations Option Symbol: 1CAT"
54362,Mar-25-2024,Mar-26-2024,"Digital World Acquisition Corp. - Name/Symbol Change Option Symbol: DWAC New Symbol: DJT"
54354,Mar-22-2024,Mar-26-2024,"Homology Medicines, Inc. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: FIXX New Symbol: QTTB1"
54351,Mar-22-2024,Mar-25-2024,"S&P 500 INDEX AM/EURO - Flex Position Consolidations Option Symbol: 2SPX"
54348,Mar-21-2024,Mar-22-2024,"Graphite Bio, Inc. - Contract Adjustment Option Symbol: GRPH New Option Symbol: LENZ1"
54344,Mar-21-2024,Mar-25-2024,"FleetCor Technologies, Inc. - Name/Symbol/CUSIP Change Option Symbols: FLT/2FLT New Symbols: CPAY/2CPAY"
54342,Mar-21-2024,Mar-22-2024,"PG&E Corporation - Flex Position Consolidations Option Symbol: 1PCG"
54341,Mar-20-2024,,"Graphite Bio, Inc. - Anticipated Contract Adjustment Option Symbol: GRPH New Option Symbol: LENZ1"
54337,Mar-20-2024,Mar-21-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
54324,Mar-18-2024,Mar-19-2024,"Multiple Flex Position Consolidations"
54317,Mar-15-2024,,"Graphite Bio, Inc. - Anticipated Cash Distribution Option Symbol: GRPH New Option Symbol: GRPH1"
54307,Mar-14-2024,Mar-15-2024,"Adjusted Lordstown Motors Corp. - Name/Symbol Change Adjusted Option Symbol: 03/14/2024 - RIDE1 remains RIDE1 New Symbol: 03/15/2024 - RIDE1 becomes NRDE1"
54302,Mar-14-2024,Mar-15-2024,"Multiple Flex Position Consolidations"
54296,Mar-13-2024,,"Acceleration of Expirations/March 2024 Expiration"
54292,Mar-12-2024,Mar-13-2024,"Adjusted Sigma Additive Solutions, Inc. - Name/Symbol Change Adjusted Option Symbol: SASI1"
54288,Mar-12-2024,Mar-13-2024,"S&P 500 INDEX AM/EURO - Flex Position Consolidation Option Symbol: 2SPX"
54285,Mar-11-2024,Mar-12-2024,"Cheniere Energy, Inc. - Flex Position Consolidation Option Symbol: 1LNG"
54274,Mar-08-2024,Mar-11-2024,"Multiple Flex Position Consolidations"
54269,Mar-07-2024,Mar-08-2024,"3M Company - Flex Position Consolidations Option Symbol: 1MMM"
54256,Mar-06-2024,Mar-07-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
54251,Mar-05-2024,Apr-02-2024,"General Electric Company - Distribution and Name Change Option Symbols: GE/2GE New Symbols: GE1/2GE1"
54250,Mar-05-2024,Apr-02-2024,"Adjusted General Electric Company - Further Adjustment Adjusted Option Symbol: GE2"
54236,Mar-04-2024,Mar-05-2024,"Multiple Flex Position Consolidations"
54230,Mar-01-2024,Mar-04-2024,"Computer Programs and Systems, Inc. - Name/Symbol Change Option Symbol: CPSI New Symbol: TBRG"
54227,Mar-01-2024,Mar-04-2024,"Multiple Flex Position Consolidations"
54224,Feb-29-2024,Mar-01-2024,"FG Group Holdings Inc. - Name/Symbol/CUSIP Change Option Symbol: FGH New Symbol: FGF"
54219,Feb-29-2024,Mar-01-2024,"RUSSELL 2000 INDEX AM/EURO - Flex Position Consolidations Option Symbol: 2RUT"
54211,Feb-28-2024,Feb-29-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54197,Feb-26-2024,Feb-27-2024,"TimkenSteel Corporation - Name/Symbol Change Option Symbol: TMST New Symbol: MTUS"
54195,Feb-26-2024,Feb-27-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54181,Feb-23-2024,Feb-26-2024,"Apollo Medical Holdings, Inc. - Name/Symbol Change Option Symbol: AMEH New Symbol: ASTH"
54173,Feb-22-2024,Feb-23-2024,"Vodafone Group PLC - Flex Position Consolidation Option Symbol: 1VOD"
54160,Feb-20-2024,Feb-21-2024,"Multiple Flex Position Consolidations"
54134,Feb-15-2024,Feb-16-2024,"Multiple Flex Position Consolidations"
54121,Feb-14-2024,,"Acceleration of Expirations/February 2024 Expiration"
54108,Feb-12-2024,Feb-13-2024,"SeaWorld Entertainment, Inc. - Name/Symbol Change Option Symbol: SEAS New Symbol: PRKS"
54101,Feb-09-2024,Feb-12-2024,"iShares 7-10 Year Treasury Bond ETF - Flex Position Consolidation Option Symbol: 1IEF"
54071,Feb-07-2024,Feb-08-2024,"Multiple Flex Position Consolidations"
54061,Feb-05-2024,Feb-06-2024,"NightHawk Biosciences, Inc. - Name/Symbol Change Option Symbol: NHWK New Symbol: SCPX"
54060,Feb-05-2024,Feb-06-2024,"Multiple Flex Position Consolidations"
54055,Feb-02-2024,Feb-05-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
54049,Feb-01-2024,Feb-02-2024,"Multiple Flex Position Consolidations"
54042,Jan-31-2024,Feb-01-2024,"Advanced Emissions Solutions, Inc. - Name/Symbol Change Option Symbol: ADES New Symbol: ARQ"
54036,Jan-31-2024,Feb-01-2024,"Multiple Flex Position Consolidations"
54027,Jan-30-2024,Feb-01-2024,"Ceridian HCM Holding Inc. - Name/Symbol Change Option Symbol: CDAY New Symbol: DAY"
54009,Jan-26-2024,Jan-29-2024,"Multiple Flex Position Consolidations"
53998,Jan-24-2024,Jan-25-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53993,Jan-23-2024,Jan-24-2024,"S&P 500 INDEX AM/EURO - Flex Position Consolidation Option Symbol: 2SPX"
53987,Jan-22-2024,Jan-23-2024,"Multiple Flex Position Consolidations"
53971,Jan-18-2024,Jan-19-2024,"Multiple Flex Position Consolidations"
53958,Jan-17-2024,,"Acceleration of Expirations/January 2024 Expiration"
53957,Jan-17-2024,Jan-18-2024,"NASDAQ 100 AM/EURO - Flex Position Consolidations Option Symbol: 2NDX"
53951,Jan-16-2024,Jan-17-2024,"Bank of America Corporation - Flex Position Consolidations Option Symbol: 1BAC"
53927,Jan-10-2024,Jan-11-2024,"Multiple Flex Position Consolidations"
53922,Jan-09-2024,Jan-10-2024,"Tremor International Ltd. - Name/Symbol Change Option Symbol: TRMR New Symbol: NEXN"
53921,Jan-09-2024,Jan-10-2024,"AcelRx Pharmaceuticals, Inc. - Name/Symbol Change Option Symbols: ACRX/2ACRX New Symbols: TLPH/2TLPH"
53910,Jan-08-2024,Jan-09-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53890,Jan-03-2024,Jan-04-2024,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53843,Dec-26-2023,Dec-27-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53830,Dec-22-2023,Dec-26-2023,"MSCI EAFE Index - Flex Position Consolidation Option Symbol: 4MXEA"
53821,Dec-21-2023,Dec-22-2023,"Multiple Flex Position Consolidations"
53812,Dec-20-2023,Dec-21-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53795,Dec-18-2023,Dec-19-2023,"Neoleukin Therapeutics, Inc. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: NLTX New Symbol: NGNE2"
53794,Dec-18-2023,Dec-19-2023,"Adjusted Neoleukin Therapeutics, Inc. - Further Adjustment Adjusted Option Symbol: NLTX1 New Adjusted Option Symbol: NGNE1"
53788,Dec-18-2023,Dec-19-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53766,Dec-15-2023,Dec-18-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53752,Dec-14-2023,Dec-15-2023,"Multiple Flex Position Consolidations"
53734,Dec-13-2023,,"Acceleration of Expirations/December 2023 Expiration"
53726,Dec-12-2023,Dec-18-2023,"iShares North American Tech-Multimedia Networking ETF - Name/Symbol Change Option Symbol: IGN New Symbol: IDGT ***Update***"
53696,Dec-07-2023,Dec-08-2023,"PayPal Holdings, Inc. - Flex Position Consolidation Option Symbol: 1PYPL"
53679,Dec-06-2023,Dec-07-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53667,Dec-05-2023,Dec-06-2023,"RUSSELL 2000 INDEX AM/EURO - Flex Position Consolidations Option Symbol: 2RUT"
53656,Dec-04-2023,Dec-05-2023,"Multiple Flex Position Consolidations"
53654,Dec-01-2023,Dec-04-2023,"Hut 8 Mining Corporation - Reverse Split and Name Change Option Symbol: HUT New Symbol: HUT1"
53652,Dec-01-2023,Dec-04-2023,"Multiple Flex Position Consolidations"
53640,Nov-30-2023,Dec-01-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53631,Nov-29-2023,Dec-01-2023,"Worthington Industries, Inc. - Distribution and Name Change Option Symbol: WOR New Symbol: WOR1 * * * Update * * *"
53630,Nov-29-2023,Nov-30-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53625,Nov-28-2023,Nov-29-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53621,Nov-27-2023,Nov-28-2023,"Aeglea BioTherapeutics, Inc. - Name/Symbol Change Option Symbol: AGLE1 New Symbol: SYRE1"
53603,Nov-21-2023,Nov-22-2023,"Multiple Flex Position Consolidations"
53595,Nov-20-2023,Nov-21-2023,"Multiple Flex Position Consolidations"
53577,Nov-16-2023,Nov-17-2023,"Moxian (BVI) Inc - Name/Symbol Change Option Symbol: MOXC New Symbol: ABTS"
53576,Nov-16-2023,Nov-17-2023,"Multiple Flex Position Consolidations"
53571,Nov-15-2023,Dec-01-2023,"Worthington Industries, Inc. - Distribution and Name Change Option Symbol: WOR New Symbol: WOR1"
53568,Nov-15-2023,Nov-16-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53567,Nov-15-2023,,"Acceleration of Expirations/November 2023 Expiration"
53554,Nov-14-2023,Nov-15-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53552,Nov-13-2023,Nov-14-2023,"Selecta Biosciences, Inc. - Name/Symbol Change Option Symbol: SELB New Symbol: RNAC"
53547,Nov-13-2023,Nov-14-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53522,Nov-08-2023,Nov-09-2023,"Listed Funds Trust Roundhill BIG Tech ETF - Name/Symbol Change Option Symbol: BIGT New Symbol: MAGS"
53520,Nov-08-2023,Nov-09-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53496,Nov-06-2023,Nov-07-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53493,Nov-03-2023,Nov-06-2023,"Frequency Therapeutics, Inc. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: FREQ New Symbol: KRRO1"
53491,Nov-03-2023,Nov-06-2023,"Overstock.com, Inc. - Name/Symbol Change Option Symbol: OSTK New Symbol: BYON"
53490,Nov-03-2023,Nov-06-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53483,Nov-02-2023,Nov-03-2023,"Multiple Flex Position Consolidations"
53473,Nov-01-2023,Nov-02-2023,"Park City Group, Inc. - Name/Symbol Change Option Symbol: PCYG New Symbol: TRAK"
53469,Nov-01-2023,Nov-02-2023,"Multiple Flex Position Consolidations"
53464,Oct-31-2023,Nov-01-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53456,Oct-30-2023,Oct-31-2023,"Catalyst Biosciences, Inc. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: CBIO New Symbol: GYRE1"
53434,Oct-25-2023,Nov-01-2023,"Nautilus, Inc. - Name/Symbol Change Option Symbol: NLS New Symbol: BFX"
53431,Oct-25-2023,Oct-26-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53426,Oct-24-2023,Oct-25-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53411,Oct-20-2023,Oct-23-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53407,Oct-19-2023,Oct-20-2023,"Multiple Flex Position Consolidations"
53393,Oct-18-2023,,"Acceleration of Expirations/October 2023 Expiration"
53385,Oct-17-2023,Oct-18-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53376,Oct-17-2023,Oct-17-2023,"NCR Corporation - Distribution and Name/Symbol Change Option Symbol: NCR New Symbol: VYX1 * * * Update * * *"
53382,Oct-16-2023,Oct-17-2023,"Vascular Biogenics Ltd. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: VBLT New Symbol: NTBL1"
53378,Oct-16-2023,Oct-17-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53364,Oct-13-2023,Oct-16-2023,"Multiple Flex Position Consolidations"
53361,Oct-12-2023,Oct-13-2023,"Bridgetown Holdings Limited - Name/Symbol/CUSIP Change Option Symbol: BTWN New Symbol: MNY"
53357,Oct-12-2023,Oct-13-2023,"Verizon Communications Inc. - Flex Position Consolidation Option Symbol: 1VZ"
53348,Oct-11-2023,Oct-12-2023,"Multiple Flex Position Consolidations"
53340,Oct-10-2023,Oct-11-2023,"Multiple Flex Position Consolidations"
53334,Oct-09-2023,Oct-10-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53313,Oct-04-2023,Oct-05-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53308,Oct-03-2023,Oct-04-2023,"Multiple Flex Position Consolidations"
53306,Oct-02-2023,Oct-03-2023,"SPY OPTIONS - Flex Position Consolidation Option Symbol: 1SPY"
53288,Sep-29-2023,Oct-02-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53285,Sep-28-2023,Oct-17-2023,"NCR Corporation - Distribution and Name/Symbol Change Option Symbol: NCR New Symbol: VYX1"
53282,Sep-28-2023,Sep-29-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53276,Sep-28-2023,Oct-02-2023,"Kellogg Company - Distribution and Name Change Option Symbols: K/2K New Symbols: K1/2K1 * * * Update * * *"
53268,Sep-27-2023,Sep-28-2023,"Multiple Flex Position Consolidations"
53253,Sep-25-2023,Sep-26-2023,"Multiple Flex Position Consolidations"
53248,Sep-22-2023,Sep-25-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53239,Sep-21-2023,Sep-22-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53228,Sep-20-2023,Sep-21-2023,"Multiple Flex Position Consolidations"
53221,Sep-19-2023,Sep-20-2023,"S&P 500 INDEX AM/EURO - Flex Position Consolidations Option Symbol: 2SPX"
53214,Sep-18-2023,Oct-02-2023,"Kellogg Company - Distribution and Name Change Option Symbols: K/2K New Symbols: K1/2K1"
53211,Sep-18-2023,Sep-19-2023,"Multiple Flex Position Consolidations"
53206,Sep-15-2023,Sep-18-2023,"Highland/iBoxx Senior Loan ETF - Name/Symbol/CUSIP Change Option Symbol: SNLN New Symbol: HYSA"
53203,Sep-15-2023,Sep-18-2023,"Takung Art Co. Ltd - Name/Symbol/CUSIP Change Option Symbol: TKAT New Symbol: MI"
53200,Sep-15-2023,Sep-18-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53195,Sep-14-2023,Sep-15-2023,"Multiple Flex Position Consolidations"
53178,Sep-13-2023,,"Acceleration of Expirations/September 2023 Expiration"
53170,Sep-12-2023,Sep-15-2023,"COPT Defense Properties - Name/Symbol Change Option Symbols: OFC/1OFC New Symbols: CDP/1CDP"
53164,Sep-11-2023,Sep-12-2023,"Magenta Therapeutics, Inc. - Reverse Split and Name/Symbol/CUSIP Change Option Symbol: MGTA New Symbol: DNTH1"
53161,Sep-11-2023,Sep-12-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53157,Sep-08-2023,Sep-11-2023,"Super League Gaming, Inc. - Reverse Split Option Symbol: SLGG New Symbol: SLE1"
53147,Sep-07-2023,Sep-08-2023,"Adamis Pharmaceuticals Corporation - Name/Symbol Change Option Symbol: ADMP1 New Symbol: DMK1"
53145,Sep-07-2023,Sep-08-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53137,Sep-06-2023,Sep-07-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
53124,Sep-01-2023,Sep-05-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53109,Aug-30-2023,Aug-31-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53102,Aug-29-2023,Aug-30-2023,"Multiple Flex Position Consolidations"
53094,Aug-25-2023,Aug-28-2023,"High Yield ETF - Name/Symbol/CUSIP Change Option Symbol: HYLD New Symbol: RINC"
53093,Aug-25-2023,Aug-28-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
53077,Aug-22-2023,Aug-30-2023,"AmerisourceBergen Corporation - Name/Symbol Change Option Symbols: ABC/2ABC New Symbols: COR/2COR"
53074,Aug-22-2023,Aug-23-2023,"Allied Motion Technologies Inc. - Name/Symbol Change Option Symbol: AMOT New Symbol: ALNT"
53071,Aug-21-2023,Aug-22-2023,"Multiple Flex Position Consolidations"
53051,Aug-17-2023,Aug-18-2023,"Multiple Flex Position Consolidations"
53046,Aug-16-2023,,"Acceleration of Expirations/August 2023 Expiration"
53045,Aug-16-2023,Aug-17-2023,"Multiple Flex Position Consolidations"
53032,Aug-15-2023,Aug-16-2023,"Multiple Flex Position Consolidations"
53028,Aug-14-2023,Aug-15-2023,"United Insurance Holdings Corp. - Name/Symbol Change Option Symbol: UIHC New Symbol: ACIC"
53025,Aug-14-2023,Aug-15-2023,"Multiple Flex Position Consolidations"
53020,Aug-11-2023,Aug-14-2023,"The Howard Hughes Corporation - Name/Symbol/CUSIP Change Option Symbol: HHC New Symbol: HHH"
53019,Aug-11-2023,Aug-14-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
53009,Aug-10-2023,Aug-11-2023,"Multiple Flex Position Consolidations"
53005,Aug-09-2023,Aug-10-2023,"S&P 500 MINI INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4XSP"
52991,Aug-07-2023,,"Diversified Healthcare Trust - Anticipated Adjustment Option Symbol: DHC New Symbol: DPT1"
52984,Aug-07-2023,Aug-08-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
52982,Aug-04-2023,Aug-07-2023,"Enochian Biosciences, Inc. - Name/Symbol Change Option Symbol: ENOB New Symbol: RENB"
52978,Aug-04-2023,Aug-07-2023,"Multiple Flex Position Consolidations"
52962,Aug-03-2023,Aug-04-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidations Option Symbol: 4SPX"
52957,Aug-02-2023,Aug-03-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
52953,Aug-01-2023,Aug-02-2023,"Multiple Flex Position Consolidations"
52933,Jul-28-2023,Jul-31-2023,"Multiple Flex Position Consolidations"
52910,Jul-26-2023,Jul-27-2023,"S&P 500 INDEX PM/EURO - Flex Position Consolidation Option Symbol: 4SPX"
